id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,release_decade,mood_tags,explicit_content,instrumentalness
406,Heaven or Las Vegas,Cocteau Twins,dream pop,chill,0.59,92,0.61,0.52,0.5,52,1990s,shimmering|wistful|weightless,False,0.13
407,Cherry-coloured Funk,Cocteau Twins,dream pop,nostalgic,0.43,111,0.39,0.45,0.31,53,1990s,gauzy|tender|atmospheric,False,0.21
408,Iceblink Luck,Cocteau Twins,dream pop,romantic,0.47,119,0.65,0.5,0.49,54,1990s,floaty|nostalgic|soft-focus,False,0.19
409,Alien Days,Alvvays,dream pop,peaceful,0.33,114,0.33,0.44,0.45,45,2010s,hazy|dreamy|ethereal,False,0.22
410,"Archie, Marry Me",Alvvays,dream pop,chill,0.39,112,0.6,0.49,0.22,45,2010s,shimmering|wistful|weightless,False,0.18
411,Video Games,Lana Del Rey,dream pop,nostalgic,0.44,91,0.64,0.35,0.3,43,2010s,gauzy|tender|atmospheric,False,0.06
412,Born to Die,Lana Del Rey,dream pop,romantic,0.55,114,0.55,0.41,0.59,40,2010s,floaty|nostalgic|soft-focus,False,0.07
413,Sway,The Perishers,dream pop,peaceful,0.32,113,0.34,0.45,0.36,40,2000s,hazy|dreamy|ethereal,False,0.29
414,Dreams,The Cranberries,dream pop,chill,0.36,108,0.63,0.41,0.53,39,1990s,shimmering|wistful|weightless,False,0.13
415,Linger,The Cranberries,dream pop,nostalgic,0.35,100,0.36,0.5,0.23,37,1990s,gauzy|tender|atmospheric,False,0.08
416,Take Care,Beach House,dream pop,romantic,0.38,95,0.5,0.54,0.27,34,2010s,floaty|nostalgic|soft-focus,False,0.13
417,On the Sea,Beach House,dream pop,peaceful,0.32,98,0.59,0.39,0.48,32,2000s,hazy|dreamy|ethereal,False,0.2
418,How Long Have You Known,DIIV,dream pop,chill,0.55,97,0.35,0.38,0.33,33,2010s,shimmering|wistful|weightless,False,0.18
419,Doused,DIIV,dream pop,nostalgic,0.36,99,0.33,0.41,0.37,28,2010s,gauzy|tender|atmospheric,False,0.24
420,Silver Soul,Beach House,dream pop,romantic,0.43,96,0.36,0.33,0.51,28,2010s,floaty|nostalgic|soft-focus,False,0.11
421,Nightcall,Kavinsky,synthwave,moody,0.66,93,0.51,0.58,0.13,62,2010s,neon|nocturnal|cinematic,False,0.31
422,Odd Look,Kavinsky ft. Lovefoxxx,synthwave,nostalgic,0.83,116,0.59,0.54,0.13,60,2010s,retro-futuristic|driving|moody,False,0.64
423,Sunset,The Midnight,synthwave,confident,0.84,91,0.38,0.66,0.13,57,2010s,nostalgic|electric|brooding,False,0.47
424,Los Angeles,The Midnight,synthwave,intense,0.75,99,0.44,0.74,0.06,56,2010s,glowing|midnight|synthetic,False,0.49
425,Endless Summer,The Midnight,synthwave,moody,0.73,103,0.53,0.64,0.13,54,2010s,neon|nocturnal|cinematic,False,0.5
426,Kids,The Midnight,synthwave,nostalgic,0.65,114,0.39,0.73,0.09,58,2010s,retro-futuristic|driving|moody,False,0.56
427,A Real Hero,College & Electric Youth,synthwave,confident,0.79,112,0.58,0.61,0.09,57,2010s,nostalgic|electric|brooding,False,0.5
428,Tech Noir,Gunship,synthwave,intense,0.69,112,0.41,0.53,0.1,54,2010s,glowing|midnight|synthetic,False,0.31
429,The Mountain,Gunship,synthwave,moody,0.62,118,0.49,0.7,0.15,46,2010s,neon|nocturnal|cinematic,False,0.71
430,Fly For Your Life,Gunship,synthwave,nostalgic,0.74,105,0.5,0.71,0.12,51,2010s,retro-futuristic|driving|moody,False,0.62
431,Turbo Killer,Carpenter Brut,synthwave,confident,0.72,112,0.44,0.72,0.13,46,2010s,nostalgic|electric|brooding,False,0.37
432,Le Perv,Carpenter Brut,synthwave,intense,0.79,110,0.62,0.53,0.11,44,2010s,glowing|midnight|synthetic,False,0.7
433,Journey,Timecop1983,synthwave,moody,0.71,100,0.6,0.71,0.15,39,2010s,neon|nocturnal|cinematic,False,0.53
434,On the Run,Waveshaper,synthwave,nostalgic,0.53,91,0.4,0.57,0.09,43,2010s,retro-futuristic|driving|moody,False,0.3
435,Miami Disco,College,synthwave,confident,0.59,96,0.43,0.56,0.12,34,2000s,nostalgic|electric|brooding,False,0.66
436,Midnight Kids Theme,Le Matos,synthwave,intense,0.57,97,0.58,0.72,0.13,35,2010s,glowing|midnight|synthetic,False,0.7
437,Vengeance,Perturbator,synthwave,moody,0.84,113,0.51,0.6,0.06,36,2010s,neon|nocturnal|cinematic,False,0.71
438,Future Club,Perturbator,synthwave,nostalgic,0.67,119,0.53,0.56,0.15,35,2010s,retro-futuristic|driving|moody,False,0.59
439,Sentient,Perturbator,synthwave,confident,0.79,102,0.54,0.72,0.07,28,2010s,nostalgic|electric|brooding,False,0.61
440,Shadow,Waveshaper,synthwave,intense,0.58,88,0.63,0.75,0.07,32,2010s,glowing|midnight|synthetic,False,0.72
441,Only Shallow,My Bloody Valentine,shoegaze,moody,0.49,136,0.33,0.46,0.28,55,1990s,wall-of-sound|hazy|droning,False,0.18
442,Soon,My Bloody Valentine,shoegaze,chill,0.64,119,0.47,0.33,0.39,58,1990s,distorted|dreamy|layered,False,0.08
443,When You Sleep,My Bloody Valentine,shoegaze,nostalgic,0.51,140,0.43,0.48,0.22,52,1990s,swirling|moody|atmospheric,False,0.1
444,Sometimes,My Bloody Valentine,shoegaze,relaxed,0.5,114,0.48,0.44,0.1,52,1990s,blurry|reverberant|introspective,False,0.14
445,Alison,Slowdive,shoegaze,moody,0.53,124,0.38,0.36,0.25,50,1990s,wall-of-sound|hazy|droning,False,0.07
446,Souvlaki Space Station,Slowdive,shoegaze,chill,0.76,139,0.47,0.33,0.22,45,1990s,distorted|dreamy|layered,False,0.21
447,When the Sun Hits,Slowdive,shoegaze,nostalgic,0.49,114,0.53,0.3,0.13,48,1990s,swirling|moody|atmospheric,False,0.13
448,Sugar for the Pill,Slowdive,shoegaze,relaxed,0.66,103,0.33,0.5,0.37,44,2010s,blurry|reverberant|introspective,False,0.19
449,Vapour Trail,Ride,shoegaze,moody,0.69,136,0.51,0.31,0.11,40,1990s,wall-of-sound|hazy|droning,False,0.09
450,Leave Them All Behind,Ride,shoegaze,chill,0.7,132,0.31,0.34,0.16,42,1990s,distorted|dreamy|layered,False,0.06
451,Drive Blind,Ride,shoegaze,nostalgic,0.75,107,0.24,0.28,0.11,40,1990s,swirling|moody|atmospheric,False,0.21
452,Pearl,Chapterhouse,shoegaze,relaxed,0.63,104,0.23,0.32,0.17,40,1990s,blurry|reverberant|introspective,False,0.07
453,Falling Down,Chapterhouse,shoegaze,moody,0.58,123,0.38,0.48,0.16,34,1990s,wall-of-sound|hazy|droning,False,0.18
454,Duel,Swervedriver,shoegaze,chill,0.6,122,0.34,0.38,0.16,31,1990s,distorted|dreamy|layered,False,0.14
455,Son of Mustang Ford,Swervedriver,shoegaze,nostalgic,0.57,101,0.27,0.43,0.11,34,1990s,swirling|moody|atmospheric,False,0.18
456,Sweetness and Light,Lush,shoegaze,relaxed,0.61,135,0.3,0.29,0.2,33,1990s,blurry|reverberant|introspective,False,0.15
457,De-Luxe,Lush,shoegaze,moody,0.7,128,0.41,0.33,0.18,31,1990s,wall-of-sound|hazy|droning,False,0.13
458,Black Metallic,Catherine Wheel,shoegaze,chill,0.49,134,0.52,0.46,0.3,23,1990s,distorted|dreamy|layered,False,0.17
459,Waydown,Catherine Wheel,shoegaze,nostalgic,0.72,109,0.53,0.32,0.15,22,1990s,swirling|moody|atmospheric,False,0.09
460,One More Time,Medicine,shoegaze,relaxed,0.51,141,0.36,0.5,0.28,22,1990s,blurry|reverberant|introspective,False,0.22
461,Plastic Love,Mariya Takeuchi,city pop,nostalgic,0.78,123,0.54,0.71,0.23,63,1980s,glossy|nostalgic|breezy,False,0.02
462,Stay With Me,Miki Matsubara,city pop,carefree,0.65,125,0.52,0.79,0.29,60,1980s,nightdrive|polished|sun-faded,False,0.05
463,Ride on Time,Tatsuro Yamashita,city pop,happy,0.56,116,0.72,0.8,0.4,61,1980s,smooth|retro|urbane,False,0.06
464,Sparkle,Tatsuro Yamashita,city pop,romantic,0.55,107,0.81,0.83,0.38,60,1980s,shimmering|carefree|stylish,False,0.02
465,Christmas Eve,Tatsuro Yamashita,city pop,nostalgic,0.68,113,0.53,0.69,0.15,58,1980s,glossy|nostalgic|breezy,False,0.04
466,Cat's Eye,Anri,city pop,carefree,0.53,126,0.82,0.79,0.12,53,1980s,nightdrive|polished|sun-faded,False,0.03
467,Remember Summer Days,Anri,city pop,happy,0.62,108,0.8,0.69,0.19,54,1980s,smooth|retro|urbane,False,0.03
468,Goodnight,Anri,city pop,romantic,0.55,125,0.6,0.69,0.34,49,1980s,shimmering|carefree|stylish,False,0.05
469,Kiss Me,Toshiki Kadomatsu,city pop,nostalgic,0.72,117,0.74,0.67,0.17,50,1980s,glossy|nostalgic|breezy,False,0.05
470,September Blue,Toshiki Kadomatsu,city pop,carefree,0.73,125,0.65,0.63,0.35,48,1980s,nightdrive|polished|sun-faded,False,0.0
471,Telephone Number,Junko Ohashi,city pop,happy,0.63,122,0.81,0.83,0.11,47,1980s,smooth|retro|urbane,False,0.01
472,Silhouette,Junko Ohashi,city pop,romantic,0.75,105,0.53,0.63,0.22,41,1980s,shimmering|carefree|stylish,False,0.01
473,Blue Land,Hiroshi Sato,city pop,nostalgic,0.65,110,0.74,0.65,0.11,40,1980s,glossy|nostalgic|breezy,False,0.02
474,Magical,Junko Ohashi,city pop,carefree,0.57,125,0.68,0.75,0.21,36,1980s,nightdrive|polished|sun-faded,False,0.05
475,Genesis,Anri,city pop,happy,0.75,100,0.62,0.71,0.15,39,1980s,smooth|retro|urbane,False,0.03
476,Sweet Vacation,Toshiki Kadomatsu,city pop,romantic,0.76,118,0.6,0.67,0.31,36,1980s,shimmering|carefree|stylish,False,0.03
477,4th Avenue Cafe,Lamp,city pop,nostalgic,0.79,119,0.52,0.84,0.31,27,2000s,glossy|nostalgic|breezy,False,0.04
478,Yumepiste,Tatsuro Yamashita,city pop,carefree,0.59,123,0.84,0.79,0.33,32,1980s,nightdrive|polished|sun-faded,False,0.02
479,Windy Lady,Anri,city pop,happy,0.76,112,0.61,0.73,0.32,26,1980s,smooth|retro|urbane,False,0.05
480,"Loveland, Island",Taeko Onuki,city pop,romantic,0.55,114,0.86,0.85,0.37,26,1980s,shimmering|carefree|stylish,False,0.03
481,The Girl from Ipanema,Astrud Gilberto & Stan Getz,bossa nova,relaxed,0.24,71,0.64,0.5,0.67,58,1960s,breezy|warm|understated,False,0.2
482,Desafinado,João Gilberto,bossa nova,romantic,0.35,96,0.54,0.54,0.66,60,1950s,sultry|gentle|seaside,False,0.12
483,Chega de Saudade,João Gilberto,bossa nova,peaceful,0.39,109,0.7,0.58,0.83,60,1950s,laid-back|romantic|airy,False,0.3
484,Corcovado (Quiet Nights),João Gilberto,bossa nova,chill,0.24,111,0.62,0.6,0.78,57,1960s,soft|swaying|intimate,False,0.4
485,Wave,Antônio Carlos Jobim,bossa nova,relaxed,0.26,86,0.71,0.57,0.74,51,1960s,breezy|warm|understated,False,0.38
486,Águas de Março,Antônio Carlos Jobim,bossa nova,romantic,0.25,79,0.77,0.63,0.64,48,1970s,sultry|gentle|seaside,False,0.13
487,Só Danço Samba,João Gilberto,bossa nova,peaceful,0.24,129,0.74,0.46,0.81,46,1960s,laid-back|romantic|airy,False,0.2
488,One Note Samba,Antônio Carlos Jobim,bossa nova,chill,0.26,97,0.62,0.63,0.71,47,1960s,soft|swaying|intimate,False,0.28
489,Insensatez (How Insensitive),João Gilberto,bossa nova,relaxed,0.19,64,0.77,0.56,0.9,48,1960s,breezy|warm|understated,False,0.12
490,Mas Que Nada,Sérgio Mendes & Brasil '66,bossa nova,romantic,0.31,106,0.66,0.52,0.88,47,1960s,sultry|gentle|seaside,False,0.15
491,Berimbau,Baden Powell,bossa nova,peaceful,0.26,130,0.78,0.66,0.63,39,1960s,laid-back|romantic|airy,False,0.36
492,Águas de Março (Duet),Elis Regina & Antônio Carlos Jobim,bossa nova,chill,0.18,100,0.69,0.46,0.8,38,1970s,soft|swaying|intimate,False,0.1
493,Triste,Antônio Carlos Jobim,bossa nova,relaxed,0.38,79,0.68,0.46,0.85,35,1960s,breezy|warm|understated,False,0.33
494,Meditação,Antônio Carlos Jobim,bossa nova,romantic,0.29,112,0.62,0.65,0.71,34,1960s,sultry|gentle|seaside,False,0.11
495,Samba de Verão (Summer Samba),Marcos Valle,bossa nova,peaceful,0.27,59,0.78,0.6,0.76,30,1960s,laid-back|romantic|airy,False,0.11
496,O Barquinho,Roberto Menescal,bossa nova,chill,0.37,86,0.72,0.5,0.62,33,1960s,soft|swaying|intimate,False,0.22
497,Dindi,João Gilberto,bossa nova,relaxed,0.21,63,0.58,0.49,0.83,29,1950s,breezy|warm|understated,False,0.28
498,Se Todos Fossem Iguais a Você,João Gilberto,bossa nova,romantic,0.42,75,0.6,0.64,0.7,32,1950s,sultry|gentle|seaside,False,0.16
499,Bim Bom,João Gilberto,bossa nova,peaceful,0.43,109,0.49,0.47,0.91,25,1950s,laid-back|romantic|airy,False,0.16
500,Fotografia,Antônio Carlos Jobim,bossa nova,chill,0.31,73,0.6,0.58,0.59,25,1960s,soft|swaying|intimate,False,0.36
501,One More Time,Daft Punk,french house,euphoric,0.8,116,0.68,0.76,0.03,64,2000s,filtered|groovy|glittery,False,0.55
502,Around the World,Daft Punk,french house,confident,0.71,123,0.61,0.85,0.06,68,1990s,four-on-the-floor|stylish|euphoric,False,0.26
503,Da Funk,Daft Punk,french house,happy,0.82,120,0.62,0.77,0.06,66,1990s,sample-heavy|chic|danceable,False,0.46
504,Digital Love,Daft Punk,french house,carefree,0.77,117,0.65,0.87,0.04,62,2000s,disco-tinged|sleek|upbeat,False,0.53
505,"Harder, Better, Faster, Stronger",Daft Punk,french house,euphoric,0.81,128,0.57,0.85,0.04,58,2000s,filtered|groovy|glittery,False,0.5
506,Music Sounds Better with You,Stardust,french house,confident,0.69,123,0.79,0.88,0.06,54,1990s,four-on-the-floor|stylish|euphoric,False,0.3
507,D.A.N.C.E.,Justice,french house,happy,0.7,117,0.76,0.88,0.03,56,2000s,sample-heavy|chic|danceable,False,0.24
508,Genesis,Justice,french house,carefree,0.84,117,0.79,0.87,0.06,52,2000s,disco-tinged|sleek|upbeat,False,0.61
509,Lady (Hear Me Tonight),Modjo,french house,euphoric,0.69,118,0.78,0.91,0.05,51,2000s,filtered|groovy|glittery,False,0.48
510,Feel for You,Cassius,french house,confident,0.71,128,0.78,0.75,0.03,49,1990s,four-on-the-floor|stylish|euphoric,False,0.47
511,1999,Cassius,french house,happy,0.88,125,0.57,0.89,0.05,45,1990s,sample-heavy|chic|danceable,False,0.34
512,Toop Toop,Cassius,french house,carefree,0.77,123,0.57,0.82,0.09,47,1990s,disco-tinged|sleek|upbeat,False,0.54
513,Music Takes Me Up,Alan Braxe & Fred Falke,french house,euphoric,0.86,117,0.53,0.89,0.1,41,2000s,filtered|groovy|glittery,False,0.55
514,Rubicon,Alan Braxe & Fred Falke,french house,confident,0.88,123,0.75,0.88,0.03,41,2000s,four-on-the-floor|stylish|euphoric,False,0.36
515,Rollin' & Scratchin',Daft Punk,french house,happy,0.69,126,0.78,0.89,0.09,40,1990s,sample-heavy|chic|danceable,False,0.4
516,Love Generation,Bob Sinclar,french house,carefree,0.88,123,0.5,0.8,0.05,39,2000s,disco-tinged|sleek|upbeat,False,0.5
517,"World, Hold On",Bob Sinclar ft. Steve Edwards,french house,euphoric,0.85,125,0.73,0.79,0.1,36,2000s,filtered|groovy|glittery,False,0.57
518,Rock This Party (Everybody Dance Now),Bob Sinclar,french house,confident,0.83,125,0.51,0.88,0.04,35,2000s,four-on-the-floor|stylish|euphoric,False,0.35
519,Flat Beat,Mr. Oizo,french house,happy,0.76,124,0.78,0.87,0.02,32,1990s,sample-heavy|chic|danceable,False,0.59
520,Pop Culture,Madeon,french house,carefree,0.78,123,0.78,0.76,0.06,34,2010s,disco-tinged|sleek|upbeat,False,0.3
521,An Ending (Ascent),Brian Eno,ambient,peaceful,0.05,62,0.46,0.1,0.86,50,1980s,weightless|meditative|spacious,False,0.68
522,1/1,Brian Eno,ambient,chill,0.19,53,0.55,0.11,0.47,49,1970s,ethereal|drifting|serene,False,0.82
523,Discreet Music,Brian Eno,ambient,relaxed,0.07,74,0.29,0.13,0.86,50,1970s,textural|hushed|introspective,False,0.92
524,Avril 14th,Aphex Twin,ambient,focused,0.21,80,0.46,0.14,0.66,47,2000s,glacial|calming|atmospheric,False,0.77
525,Rhubarb,Aphex Twin,ambient,peaceful,0.25,77,0.39,0.16,0.74,42,1990s,weightless|meditative|spacious,False,0.89
526,Xtal,Aphex Twin,ambient,chill,0.16,54,0.52,0.08,0.59,45,1990s,ethereal|drifting|serene,False,0.93
527,Dayvan Cowboy,Boards of Canada,ambient,relaxed,0.12,81,0.4,0.06,0.9,42,2000s,textural|hushed|introspective,False,0.82
528,Roygbiv,Boards of Canada,ambient,focused,0.23,74,0.31,0.14,0.51,36,1990s,glacial|calming|atmospheric,False,0.97
529,Telephasic Workshop,Boards of Canada,ambient,peaceful,0.16,60,0.51,0.06,0.63,38,1990s,weightless|meditative|spacious,False,0.97
530,Disintegration Loops 1.1,William Basinski,ambient,chill,0.19,76,0.43,0.13,0.68,29,2000s,ethereal|drifting|serene,False,0.98
531,Structures from Silence,Steve Roach,ambient,relaxed,0.23,83,0.58,0.17,0.67,35,1980s,textural|hushed|introspective,False,0.82
532,Poa Alpina,Biosphere,ambient,focused,0.09,85,0.34,0.17,0.46,31,1990s,glacial|calming|atmospheric,False,0.87
533,Heavy Water/I'd Rather Be Sleeping,Grouper,ambient,peaceful,0.12,72,0.41,0.14,0.79,27,2000s,weightless|meditative|spacious,False,0.73
534,Chimeras,Tim Hecker,ambient,chill,0.13,66,0.42,0.06,0.63,28,2000s,ethereal|drifting|serene,False,0.89
535,Weightless,Marconi Union,ambient,relaxed,0.12,83,0.56,0.15,0.92,22,2010s,textural|hushed|introspective,False,0.87
536,Bardo Sea,Tim Hecker,ambient,focused,0.2,66,0.5,0.19,0.47,26,2000s,glacial|calming|atmospheric,False,0.89
537,"Requiem for Dying Mothers, Pt. 2",Stars of the Lid,ambient,peaceful,0.09,82,0.5,0.09,0.46,20,2000s,weightless|meditative|spacious,False,0.77
538,The Motionless Passenger,Stars of the Lid,ambient,chill,0.19,90,0.51,0.15,0.9,22,2000s,ethereal|drifting|serene,False,0.83
539,Madrigals of the Rose Angel,Harold Budd,ambient,relaxed,0.15,48,0.45,0.04,0.48,15,1970s,textural|hushed|introspective,False,0.88
540,The Serpent (In Quicksilver),Harold Budd,ambient,focused,0.24,58,0.59,0.15,0.48,17,1980s,glacial|calming|atmospheric,False,0.67
541,Bela Lugosi's Dead,Bauhaus,darkwave,moody,0.45,122,0.13,0.6,0.07,58,1970s,brooding|gothic|nocturnal,False,0.09
542,Spellbound,Siouxsie and the Banshees,darkwave,angry,0.67,123,0.24,0.52,0.25,58,1980s,cold|haunting|moody,False,0.07
543,Happy House,Siouxsie and the Banshees,darkwave,intense,0.4,112,0.24,0.64,0.29,55,1980s,shadowy|dramatic|cinematic,False,0.03
544,Song to the Siren,This Mortal Coil,darkwave,nostalgic,0.38,104,0.18,0.61,0.26,50,1980s,melancholic|atmospheric|icy,False,0.04
545,A Forest,The Cure,darkwave,moody,0.6,111,0.35,0.53,0.2,54,1980s,brooding|gothic|nocturnal,False,0.08
546,Stigmata,Clan of Xymox,darkwave,angry,0.48,99,0.42,0.4,0.29,45,1980s,cold|haunting|moody,False,0.07
547,Louise,Clan of Xymox,darkwave,intense,0.39,105,0.29,0.42,0.19,45,1980s,shadowy|dramatic|cinematic,False,0.03
548,The Host of Seraphim,Dead Can Dance,darkwave,nostalgic,0.62,97,0.13,0.63,0.2,46,1980s,melancholic|atmospheric|icy,False,0.08
549,Yulunga (Spirit Dance),Dead Can Dance,darkwave,moody,0.67,107,0.27,0.53,0.13,41,1990s,brooding|gothic|nocturnal,False,0.08
550,Moonchild,Fields of the Nephilim,darkwave,angry,0.45,99,0.28,0.59,0.08,40,1980s,cold|haunting|moody,False,0.05
551,Preacher Man,Fields of the Nephilim,darkwave,intense,0.5,101,0.32,0.47,0.12,40,1980s,shadowy|dramatic|cinematic,False,0.1
552,Belirdi Simdi,She Past Away,darkwave,nostalgic,0.54,123,0.37,0.64,0.04,37,2010s,melancholic|atmospheric|icy,False,0.07
553,İlelebet,She Past Away,darkwave,moody,0.69,103,0.41,0.56,0.12,39,2010s,brooding|gothic|nocturnal,False,0.09
554,Kayıpdayız,She Past Away,darkwave,angry,0.51,122,0.34,0.39,0.17,33,2010s,cold|haunting|moody,False,0.08
555,Agonised by Love,Clan of Xymox,darkwave,intense,0.55,119,0.13,0.62,0.09,35,1980s,shadowy|dramatic|cinematic,False,0.05
556,Romeo's Distress,Christian Death,darkwave,nostalgic,0.44,122,0.28,0.55,0.09,27,1980s,melancholic|atmospheric|icy,False,0.06
557,Blue Monday,New Order,darkwave,moody,0.61,94,0.18,0.6,0.27,27,1980s,brooding|gothic|nocturnal,False,0.07
558,Temple of Love,Sisters of Mercy,darkwave,angry,0.66,92,0.34,0.42,0.16,22,1980s,cold|haunting|moody,False,0.03
559,Lucretia My Reflection,Sisters of Mercy,darkwave,intense,0.4,104,0.29,0.54,0.1,23,1980s,shadowy|dramatic|cinematic,False,0.03
560,This Corrosion,Sisters of Mercy,darkwave,nostalgic,0.59,115,0.21,0.49,0.07,24,1980s,melancholic|atmospheric|icy,False,0.0
561,Business,DVRST,phonk,intense,0.6,165,0.15,0.78,0.04,66,2020s,gritty|nocturnal|cowbell-driven,False,0.04
562,Murder in My Mind,Kordhell,phonk,angry,0.8,166,0.17,0.76,0.04,67,2020s,menacing|lo-fi|aggressive,False,0.03
563,Vendetta,Kordhell,phonk,confident,0.73,162,0.21,0.75,0.08,62,2020s,drift-ready|dark|hypnotic,False,0.07
564,Never Stop,Kordhell,phonk,moody,0.78,147,0.36,0.8,0.08,61,2020s,distorted|street|relentless,False,0.06
565,Poison (I Wanna Poison You),Ghostface Playa,phonk,intense,0.88,163,0.42,0.59,0.0,59,2010s,gritty|nocturnal|cowbell-driven,True,0.05
566,Rain,Freddie Dredd,phonk,angry,0.76,133,0.24,0.75,0.09,57,2010s,menacing|lo-fi|aggressive,True,0.03
567,Devil May Cry,Freddie Dredd,phonk,confident,0.79,160,0.19,0.6,0.06,52,2010s,drift-ready|dark|hypnotic,True,0.02
568,Lifestyle,SHADXWBXRN,phonk,moody,0.79,164,0.41,0.78,0.09,53,2020s,distorted|street|relentless,False,0.08
569,Speed of Light,Interworld,phonk,intense,0.76,146,0.35,0.62,0.02,55,2020s,gritty|nocturnal|cowbell-driven,False,0.05
570,9MM,Pharmacist,phonk,angry,0.69,170,0.35,0.58,0.06,48,2020s,menacing|lo-fi|aggressive,False,0.07
571,Warlord,KSLV Noh,phonk,confident,0.72,167,0.35,0.74,0.02,49,2020s,drift-ready|dark|hypnotic,False,0.05
572,Roll Up,DJ Smokey,phonk,moody,0.89,138,0.14,0.62,0.02,44,2010s,distorted|street|relentless,True,0.06
573,Lantern,Soudiere,phonk,intense,0.85,136,0.36,0.64,0.05,45,2020s,gritty|nocturnal|cowbell-driven,False,0.04
574,Beg for Mercy,PLAYAPLAYA & Duskkey,phonk,angry,0.74,134,0.2,0.71,0.08,38,2020s,menacing|lo-fi|aggressive,False,0.07
575,Lock Jaw,LEVAX & KSLV Noh,phonk,confident,0.75,144,0.37,0.72,0.07,41,2020s,drift-ready|dark|hypnotic,False,0.07
576,Cake (Phonk Remix),Melvillous,phonk,moody,0.78,165,0.33,0.76,0.02,35,2020s,distorted|street|relentless,False,0.0
577,Terminal,Dxrk ダーク,phonk,intense,0.87,162,0.29,0.76,0.04,36,2020s,gritty|nocturnal|cowbell-driven,False,0.02
578,Sahara,Kordhell,phonk,angry,0.81,146,0.18,0.69,0.01,28,2020s,menacing|lo-fi|aggressive,False,0.03
579,Screwface Capital,Ghostface Playa,phonk,confident,0.66,167,0.36,0.75,0.01,31,2010s,drift-ready|dark|hypnotic,True,0.01
580,Everynight (Phonk Edit),DVRST,phonk,moody,0.76,137,0.38,0.68,0.04,28,2020s,distorted|street|relentless,False,0.02
581,Adiwele,Kabza De Small & DJ Maphorisa ft. Young Stunna,amapiano,carefree,0.56,109,0.56,0.88,0.16,69,2020s,log-drum|groovy|warm,False,0.33
582,Amantombazane,Mr JazziQ & Reece Madlisa,amapiano,happy,0.78,104,0.49,0.87,0.07,69,2020s,hypnotic|danceable|sunset,False,0.39
583,Pit Bull,Focalistic & Vigro Deep,amapiano,confident,0.61,115,0.57,0.85,0.09,65,2020s,breezy|rhythmic|communal,False,0.28
584,Ke Star,Focalistic ft. Vigro Deep,amapiano,euphoric,0.71,105,0.66,0.82,0.24,63,2020s,laid-back|festive|percussive,False,0.23
585,Amapiano,Kabza De Small & DJ Maphorisa ft. Madumane,amapiano,carefree,0.77,111,0.75,0.92,0.05,61,2020s,log-drum|groovy|warm,False,0.36
586,Sukendleleni,Young Stunna,amapiano,happy,0.6,112,0.7,0.79,0.09,61,2020s,hypnotic|danceable|sunset,False,0.18
587,Adenauer Tower,Kelvin Momo,amapiano,confident,0.57,107,0.62,0.81,0.07,57,2020s,breezy|rhythmic|communal,False,0.29
588,Sponono,"Kabza De Small & DJ Maphorisa ft. Wizkid, Burna Boy, Cassper Nyovest",amapiano,euphoric,0.69,114,0.76,0.75,0.06,53,2020s,laid-back|festive|percussive,False,0.25
589,Umsebenzi Wethu,DJ Maphorisa & Kabza De Small ft. Ma Lemon,amapiano,carefree,0.7,104,0.78,0.78,0.08,53,2010s,log-drum|groovy|warm,False,0.37
590,Jerusalema,Master KG ft. Nomcebo Zikode,amapiano,happy,0.65,113,0.7,0.92,0.2,55,2010s,hypnotic|danceable|sunset,False,0.34
591,Umlando,"Mellow & Sleazy ft. Chley, Young Stunna, Sizwe Alakine",amapiano,confident,0.6,113,0.82,0.91,0.09,50,2020s,breezy|rhythmic|communal,False,0.34
592,2AM in Joburg,Young Stunna,amapiano,euphoric,0.75,116,0.54,0.88,0.11,46,2020s,laid-back|festive|percussive,False,0.3
593,Areas,"Uncle Waffles & Tony Duardo ft. Lee McKrazy, Xduppy",amapiano,carefree,0.66,113,0.5,0.82,0.08,45,2020s,log-drum|groovy|warm,False,0.06
594,Tanzania,"Uncle Waffles, Tony Duardo & Gaba Cannal",amapiano,happy,0.78,114,0.62,0.78,0.07,44,2020s,hypnotic|danceable|sunset,False,0.22
595,Yahyuppiyah,"DJ Maphorisa, Kabza De Small, Ceeka RSA ft. Nkosazana Daughter",amapiano,confident,0.55,116,0.66,0.89,0.07,44,2020s,breezy|rhythmic|communal,False,0.28
596,Asibe Happy,Kabza De Small & DJ Maphorisa ft. Ami Faku,amapiano,euphoric,0.68,104,0.78,0.9,0.19,37,2020s,laid-back|festive|percussive,False,0.23
597,Osama,Young Stunna,amapiano,carefree,0.55,112,0.63,0.93,0.15,35,2020s,log-drum|groovy|warm,False,0.32
598,Woza,Kabza De Small & DJ Maphorisa ft. Young Stunna,amapiano,happy,0.75,116,0.76,0.86,0.14,36,2020s,hypnotic|danceable|sunset,False,0.14
599,Mnike,"Tyler ICU & DJ Maphorisa ft. Tumelo_za, Nkosazana Daughter, Ceeka RSA",amapiano,confident,0.78,105,0.58,0.92,0.14,34,2020s,breezy|rhythmic|communal,False,0.12
600,Water,Tyla,amapiano,euphoric,0.75,113,0.66,0.85,0.13,32,2020s,laid-back|festive|percussive,False,0.12
